sample_index,source_internal_knot_count,canonical_internal_knot_count,mse_tolerance,method,mse,final_internal_knot_count,canonical_count_error,source_count_error,threshold_satisfied,elapsed_ms,timing_scope,parameterization,internal_knots
3185,12,12,1e-05,kang_sparse_2015_adaptation,2.874198554871285e-05,40,28,28,False,1502.5175000191666,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.024390243902439025, 0.04878048780487805, 0.07317073170731708, 0.0975609756097561, 0.12195121951219512, 0.14634146341463417, 0.17073170731707318, 0.1951219512195122, 0.21951219512195122, 0.24390243902439024, 0.2682926829268293, 0.29268292682926833, 0.3170731707317073, 0.34146341463414637, 0.36585365853658536, 0.3902439024390244, 0.41463414634146345, 0.43902439024390244, 0.4634146341463415, 0.4878048780487805, 0.5121951219512195, 0.5365853658536586, 0.5609756097560976, 0.5853658536585366, 0.6097560975609756, 0.6341463414634146, 0.6585365853658536, 0.6829268292682926, 0.7073170731707317, 0.7317073170731707, 0.7560975609756098, 0.7804878048780488, 0.8048780487804879, 0.8292682926829268, 0.8536585365853658, 0.8780487804878049, 0.9024390243902439, 0.9268292682926829, 0.9512195121951219, 0.975609756097561]"
3185,12,12,1e-05,uniform_gradient_pruning,8.051453461537482e-05,20,8,8,False,1468.2722000288777,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.05511711350134925, 0.10994717193161865, 0.16441200918491738, 0.21343529169113892, 0.25602092966234447, 0.2984636721409711, 0.3493539473987964, 0.406739168079949, 0.4477105408045034, 0.48600962801542036, 0.5253092550501495, 0.5728970938254281, 0.6202849245016289, 0.6675706411103449, 0.7083343544719622, 0.7528780600004713, 0.7953471279541833, 0.8392957940285124, 0.890512456443707, 0.9451742217740086]"
5741,13,13,1e-05,ours,0.0008737119878656343,32,19,19,False,27.54555,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.0051121097058057785, 0.010146557353436947, 0.015560971572995186, 0.02300296723842621, 0.0297260619699955, 0.038176555186510086, 0.048726387321949005, 0.06243965029716492, 0.07815013080835342, 0.09096726775169373, 0.10052700340747833, 0.11232220381498337, 0.12553445994853973, 0.13495823740959167, 0.14315859973430634, 0.16049090027809143, 0.192233607172966, 0.20923037827014923, 0.223332479596138, 0.24018020927906036, 0.2603948414325714, 0.2985938489437103, 0.36902764439582825, 0.4061252474784851, 0.43899431824684143, 0.5197635889053345, 0.5796738862991333, 0.6490351557731628, 0.7320548892021179, 0.7722983956336975, 0.7769798040390015, 0.8166683912277222]"
5741,13,13,1e-05,kang_sparse_2015_adaptation,2.707520869005098e-05,40,27,27,False,1530.363599944394,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.024390243902439025, 0.04878048780487805, 0.07317073170731708, 0.0975609756097561, 0.12195121951219512, 0.14634146341463417, 0.17073170731707318, 0.1951219512195122, 0.21951219512195122, 0.24390243902439024, 0.2682926829268293, 0.29268292682926833, 0.3170731707317073, 0.34146341463414637, 0.36585365853658536, 0.3902439024390244, 0.41463414634146345, 0.43902439024390244, 0.4634146341463415, 0.4878048780487805, 0.5121951219512195, 0.5365853658536586, 0.5609756097560976, 0.5853658536585366, 0.6097560975609756, 0.6341463414634146, 0.6585365853658536, 0.6829268292682926, 0.7073170731707317, 0.7317073170731707, 0.7560975609756098, 0.7804878048780488, 0.8048780487804879, 0.8292682926829268, 0.8536585365853658, 0.8780487804878049, 0.9024390243902439, 0.9268292682926829, 0.9512195121951219, 0.975609756097561]"
5741,13,13,1e-05,uniform_gradient_pruning,6.401214546069145e-05,20,7,7,False,1588.4656999842264,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.0532568573772727, 0.1062280952276905, 0.15076782621250595, 0.1951434531721395, 0.23940895241063453, 0.2798952381478794, 0.3198745128589498, 0.3621943348866392, 0.40845261229963686, 0.4559233349478229, 0.5018504956709269, 0.5517931593897155, 0.6140105197786034, 0.6644354460257883, 0.7077731077334201, 0.7508485069565155, 0.8011345912329976, 0.849875500976133, 0.8979076743246557, 0.9485356414665338]"
6490,13,13,1e-05,ours,0.0009771900671326718,32,19,19,False,29.975,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.0036941110156476498, 0.007087938953191042, 0.010846249759197235, 0.015719924122095108, 0.020194094628095627, 0.030377868562936783, 0.04412941262125969, 0.05899720638990402, 0.07402129471302032, 0.08707646280527115, 0.09909069538116455, 0.11045897006988525, 0.12411478161811829, 0.13930825889110565, 0.163627028465271, 0.180951789021492, 0.19817322492599487, 0.21011090278625488, 0.21817095577716827, 0.22800150513648987, 0.24315445125102997, 0.2614865303039551, 0.2934585213661194, 0.3316947817802429, 0.3654211461544037, 0.3861314058303833, 0.5064589381217957, 0.5595553517341614, 0.641029953956604, 0.8228251338005066, 0.8253128528594971, 0.8577641844749451]"
6490,13,13,1e-05,kang_sparse_2015_adaptation,2.2991618831271478e-05,40,27,27,False,1578.120600024704,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.024390243902439025, 0.04878048780487805, 0.07317073170731708, 0.0975609756097561, 0.12195121951219512, 0.14634146341463417, 0.17073170731707318, 0.1951219512195122, 0.21951219512195122, 0.24390243902439024, 0.2682926829268293, 0.29268292682926833, 0.3170731707317073, 0.34146341463414637, 0.36585365853658536, 0.3902439024390244, 0.41463414634146345, 0.43902439024390244, 0.4634146341463415, 0.4878048780487805, 0.5121951219512195, 0.5365853658536586, 0.5609756097560976, 0.5853658536585366, 0.6097560975609756, 0.6341463414634146, 0.6585365853658536, 0.6829268292682926, 0.7073170731707317, 0.7317073170731707, 0.7560975609756098, 0.7804878048780488, 0.8048780487804879, 0.8292682926829268, 0.8536585365853658, 0.8780487804878049, 0.9024390243902439, 0.9268292682926829, 0.9512195121951219, 0.975609756097561]"
6490,13,13,1e-05,uniform_gradient_pruning,7.179771001478934e-05,20,7,7,False,1472.2356999991462,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.050832179322884814, 0.101245775332161, 0.15043212844660103, 0.19885674164730482, 0.24066066834318356, 0.2806073341108472, 0.318976859887558, 0.3579480575740153, 0.4026034789369368, 0.4538147325126467, 0.5051070443656579, 0.5557534293625261, 0.6146801914883542, 0.6636584580501733, 0.7063354787439561, 0.7479941204692275, 0.7943063441032184, 0.8482385102444718, 0.8991251176790164, 0.9495561249011584]"
2172,13,13,1e-05,ours,0.0005939356962801044,32,19,19,False,27.1858,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.006220147479325533, 0.012353871949017048, 0.018685467541217804, 0.027343401685357094, 0.03480798006057739, 0.040376730263233185, 0.050308581441640854, 0.07673094421625137, 0.10651484876871109, 0.12356987595558167, 0.1406220942735672, 0.17027674615383148, 0.18132300674915314, 0.1916983276605606, 0.20325523614883423, 0.21809837222099304, 0.23240897059440613, 0.24589954316616058, 0.2646401524543762, 0.28599119186401367, 0.3065015375614166, 0.3178228735923767, 0.3421732187271118, 0.4033040404319763, 0.4616151750087738, 0.514541506767273, 0.5755807757377625, 0.6455429196357727, 0.6880927681922913, 0.806220293045044, 0.8094448447227478, 0.8521868586540222]"
2172,13,13,1e-05,kang_sparse_2015_adaptation,2.9210165003561405e-05,40,27,27,False,1630.0959999789484,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.024390243902439025, 0.04878048780487805, 0.07317073170731708, 0.0975609756097561, 0.12195121951219512, 0.14634146341463417, 0.17073170731707318, 0.1951219512195122, 0.21951219512195122, 0.24390243902439024, 0.2682926829268293, 0.29268292682926833, 0.3170731707317073, 0.34146341463414637, 0.36585365853658536, 0.3902439024390244, 0.41463414634146345, 0.43902439024390244, 0.4634146341463415, 0.4878048780487805, 0.5121951219512195, 0.5365853658536586, 0.5609756097560976, 0.5853658536585366, 0.6097560975609756, 0.6341463414634146, 0.6585365853658536, 0.6829268292682926, 0.7073170731707317, 0.7317073170731707, 0.7560975609756098, 0.7804878048780488, 0.8048780487804879, 0.8292682926829268, 0.8536585365853658, 0.8780487804878049, 0.9024390243902439, 0.9268292682926829, 0.9512195121951219, 0.975609756097561]"
2172,13,13,1e-05,uniform_gradient_pruning,9.416584025826777e-05,20,7,7,False,1413.161600008607,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.056674961289852784, 0.11334992875860518, 0.16956330297147493, 0.22056080240220965, 0.26680935635947456, 0.31558353340192885, 0.3671853913704101, 0.41617780997803905, 0.45865862673334024, 0.49877720774209244, 0.5378889273159547, 0.5721294450162415, 0.6163761168762849, 0.6620250396346667, 0.7096117463251718, 0.7624566186213436, 0.817071414926946, 0.8672450982820803, 0.9123460901877547, 0.9560709662280106]"
4385,14,14,1e-05,ours,0.0024303986860398003,32,18,18,False,27.3344,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.004090673290193081, 0.007937762886285782, 0.012266621924936771, 0.018267611041665077, 0.023587925359606743, 0.028327926993370056, 0.03745438903570175, 0.05481630563735962, 0.09294482320547104, 0.1258079558610916, 0.1416701227426529, 0.15402235090732574, 0.16498206555843353, 0.1852232664823532, 0.1946827918291092, 0.20196589827537537, 0.2117580771446228, 0.2271951586008072, 0.24041886627674103, 0.2543848156929016, 0.2765582203865051, 0.3077145218849182, 0.3309808671474457, 0.36089012026786804, 0.4245387315750122, 0.4988206923007965, 0.5401524901390076, 0.6621730923652649, 0.7428978681564331, 0.8038839101791382, 0.8354337811470032, 0.8492940068244934]"
4385,14,14,1e-05,kang_sparse_2015_adaptation,3.58105804237817e-05,40,26,26,False,1668.392100080382,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.024390243902439025, 0.04878048780487805, 0.07317073170731708, 0.0975609756097561, 0.12195121951219512, 0.14634146341463417, 0.17073170731707318, 0.1951219512195122, 0.21951219512195122, 0.24390243902439024, 0.2682926829268293, 0.29268292682926833, 0.3170731707317073, 0.34146341463414637, 0.36585365853658536, 0.3902439024390244, 0.41463414634146345, 0.43902439024390244, 0.4634146341463415, 0.4878048780487805, 0.5121951219512195, 0.5365853658536586, 0.5609756097560976, 0.5853658536585366, 0.6097560975609756, 0.6341463414634146, 0.6585365853658536, 0.6829268292682926, 0.7073170731707317, 0.7317073170731707, 0.7560975609756098, 0.7804878048780488, 0.8048780487804879, 0.8292682926829268, 0.8536585365853658, 0.8780487804878049, 0.9024390243902439, 0.9268292682926829, 0.9512195121951219, 0.975609756097561]"
4385,14,14,1e-05,uniform_gradient_pruning,0.00019820683522548226,20,6,6,False,1401.1163999675773,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.05315177200170825, 0.1063034114238949, 0.1594468588239434, 0.2125524267779504, 0.26514525568245306, 0.3097970505924167, 0.3535844749347622, 0.3971917152013402, 0.4407367062182533, 0.4842887935442383, 0.5330928148613998, 0.5830883932369297, 0.632761296570559, 0.6822841681577629, 0.7321635590684881, 0.7822335397306083, 0.8258202121429294, 0.8693788287828152, 0.9129236732401009, 0.9564597533392865]"
4667,14,14,1e-05,ours,0.001502081688355309,32,18,18,False,28.90755,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.002735772402957082, 0.007862862199544907, 0.011253378354012966, 0.014882341958582401, 0.021773332729935646, 0.03288859501481056, 0.043907999992370605, 0.05487233027815819, 0.06755529344081879, 0.08325893431901932, 0.0978233590722084, 0.10689830034971237, 0.11596934497356415, 0.12853749096393585, 0.14005650579929352, 0.17228081822395325, 0.2149665355682373, 0.2531384229660034, 0.27081289887428284, 0.2886458933353424, 0.31877902150154114, 0.3463099002838135, 0.37710046768188477, 0.42257577180862427, 0.4451422691345215, 0.49462029337882996, 0.554396390914917, 0.6183833479881287, 0.6724344491958618, 0.7596853971481323, 0.7927884459495544, 0.7993475198745728]"
4667,14,14,1e-05,kang_sparse_2015_adaptation,4.123077034413061e-05,40,26,26,False,1780.0962000037543,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.024390243902439025, 0.04878048780487805, 0.07317073170731708, 0.0975609756097561, 0.12195121951219512, 0.14634146341463417, 0.17073170731707318, 0.1951219512195122, 0.21951219512195122, 0.24390243902439024, 0.2682926829268293, 0.29268292682926833, 0.3170731707317073, 0.34146341463414637, 0.36585365853658536, 0.3902439024390244, 0.41463414634146345, 0.43902439024390244, 0.4634146341463415, 0.4878048780487805, 0.5121951219512195, 0.5365853658536586, 0.5609756097560976, 0.5853658536585366, 0.6097560975609756, 0.6341463414634146, 0.6585365853658536, 0.6829268292682926, 0.7073170731707317, 0.7317073170731707, 0.7560975609756098, 0.7804878048780488, 0.8048780487804879, 0.8292682926829268, 0.8536585365853658, 0.8780487804878049, 0.9024390243902439, 0.9268292682926829, 0.9512195121951219, 0.975609756097561]"
4667,14,14,1e-05,uniform_gradient_pruning,0.00010761759399634766,20,6,6,False,1505.8953000116162,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.04385746813460963, 0.08741606527659528, 0.13024366086362152, 0.17498404233061446, 0.22275197409266587, 0.2697802430185079, 0.315454606133781, 0.3614984264403338, 0.41150232919601654, 0.46325685897406815, 0.5063712302436782, 0.5476491968919972, 0.592160643204842, 0.6501708173387919, 0.711901720891755, 0.7670156213546013, 0.8147089092441112, 0.859509894872503, 0.9057049011366676, 0.9528524505683338]"
2316,14,14,1e-05,ours,0.001385005791197477,32,18,18,False,29.4047,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.004849606659263372, 0.009765696711838245, 0.014746913686394691, 0.021490691229701042, 0.027442829683423042, 0.03170767426490784, 0.04253323748707771, 0.077568918466568, 0.11211471259593964, 0.1308993697166443, 0.14890940487384796, 0.16464872658252716, 0.18463031947612762, 0.20007622241973877, 0.21706849336624146, 0.22893546521663666, 0.24387302994728088, 0.2626767158508301, 0.27504950761795044, 0.28880155086517334, 0.3063544034957886, 0.3305376470088959, 0.3704585134983063, 0.4120716452598572, 0.4702848494052887, 0.5392795205116272, 0.6066858172416687, 0.6484884023666382, 0.7517402172088623, 0.7840391993522644, 0.804781436920166, 0.8254978656768799]"
2316,14,14,1e-05,kang_sparse_2015_adaptation,3.5007905504593635e-05,40,26,26,False,1610.7818999444135,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.024390243902439025, 0.04878048780487805, 0.07317073170731708, 0.0975609756097561, 0.12195121951219512, 0.14634146341463417, 0.17073170731707318, 0.1951219512195122, 0.21951219512195122, 0.24390243902439024, 0.2682926829268293, 0.29268292682926833, 0.3170731707317073, 0.34146341463414637, 0.36585365853658536, 0.3902439024390244, 0.41463414634146345, 0.43902439024390244, 0.4634146341463415, 0.4878048780487805, 0.5121951219512195, 0.5365853658536586, 0.5609756097560976, 0.5853658536585366, 0.6097560975609756, 0.6341463414634146, 0.6585365853658536, 0.6829268292682926, 0.7073170731707317, 0.7317073170731707, 0.7560975609756098, 0.7804878048780488, 0.8048780487804879, 0.8292682926829268, 0.8536585365853658, 0.8780487804878049, 0.9024390243902439, 0.9268292682926829, 0.9512195121951219, 0.975609756097561]"
2316,14,14,1e-05,uniform_gradient_pruning,0.0001003480460855141,20,6,6,False,1491.9794999877922,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.05253637427847438, 0.10504525371763532, 0.15762475798385622, 0.21065221275969492, 0.25595972968220954, 0.29678637280660874, 0.33530864062074156, 0.37289264700032415, 0.41192243395643635, 0.45687024854242086, 0.5137874950122876, 0.5801636651967212, 0.6329706819942301, 0.6783817525178167, 0.7175439286806079, 0.7571625318026122, 0.8026109292392207, 0.8488065502703708, 0.8978226232525047, 0.948843737370105]"
199,15,15,1e-05,ours,0.0005544513106240247,32,17,17,False,28.58435,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.002941629383713007, 0.010085901245474815, 0.018670331686735153, 0.02620433270931244, 0.03297559171915054, 0.038201913237571716, 0.04278009012341499, 0.07320791482925415, 0.10516801476478577, 0.11604022979736328, 0.12799878418445587, 0.1438782662153244, 0.16909220814704895, 0.18512408435344696, 0.2067723423242569, 0.22869332134723663, 0.24675211310386658, 0.2639671862125397, 0.2811516523361206, 0.29734838008880615, 0.31295260787010193, 0.3353796601295471, 0.37381279468536377, 0.41586652398109436, 0.4630700349807739, 0.5185402035713196, 0.5881322026252747, 0.6462299823760986, 0.7517181038856506, 0.7877124547958374, 0.8044795989990234, 0.8359693288803101]"
199,15,15,1e-05,kang_sparse_2015_adaptation,3.961150302314339e-05,40,25,25,False,1619.9146999861114,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.024390243902439025, 0.04878048780487805, 0.07317073170731708, 0.0975609756097561, 0.12195121951219512, 0.14634146341463417, 0.17073170731707318, 0.1951219512195122, 0.21951219512195122, 0.24390243902439024, 0.2682926829268293, 0.29268292682926833, 0.3170731707317073, 0.34146341463414637, 0.36585365853658536, 0.3902439024390244, 0.41463414634146345, 0.43902439024390244, 0.4634146341463415, 0.4878048780487805, 0.5121951219512195, 0.5365853658536586, 0.5609756097560976, 0.5853658536585366, 0.6097560975609756, 0.6341463414634146, 0.6585365853658536, 0.6829268292682926, 0.7073170731707317, 0.7317073170731707, 0.7560975609756098, 0.7804878048780488, 0.8048780487804879, 0.8292682926829268, 0.8536585365853658, 0.8780487804878049, 0.9024390243902439, 0.9268292682926829, 0.9512195121951219, 0.975609756097561]"
199,15,15,1e-05,uniform_gradient_pruning,0.00011722536733023202,20,5,5,False,1684.598800027743,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.0527800135909924, 0.1055600271819848, 0.15829025286611217, 0.2054424391343699, 0.25170307649097057, 0.29673883426068903, 0.34003853169943477, 0.38279566234593415, 0.426537557331503, 0.471436413876077, 0.5162724971331303, 0.5606612009237831, 0.6110753417314094, 0.661503620635625, 0.7131069096882335, 0.7654237028641524, 0.8161404867186293, 0.8636129781527058, 0.9091486721098453, 0.9545628136576599]"
4455,15,15,1e-05,ours,0.0008151222720549186,32,17,17,False,27.42115,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.0049470276571810246, 0.009866371750831604, 0.014798926189541817, 0.021452827379107475, 0.027155665680766106, 0.031599048525094986, 0.05401819199323654, 0.08144161105155945, 0.09456513822078705, 0.10212861001491547, 0.10945186764001846, 0.11896883696317673, 0.1352311074733734, 0.16607323288917542, 0.1847228705883026, 0.19961510598659515, 0.21225319802761078, 0.22734983265399933, 0.2443704754114151, 0.2640446722507477, 0.28283190727233887, 0.3045724928379059, 0.3452952206134796, 0.4037235975265503, 0.4609217643737793, 0.4887356162071228, 0.6068784594535828, 0.7327435612678528, 0.7665674686431885, 0.8219597339630127, 0.8549789786338806, 0.8902086019515991]"
4455,15,15,1e-05,kang_sparse_2015_adaptation,4.475820521529036e-05,40,25,25,False,1952.4154999526218,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.024390243902439025, 0.04878048780487805, 0.07317073170731708, 0.0975609756097561, 0.12195121951219512, 0.14634146341463417, 0.17073170731707318, 0.1951219512195122, 0.21951219512195122, 0.24390243902439024, 0.2682926829268293, 0.29268292682926833, 0.3170731707317073, 0.34146341463414637, 0.36585365853658536, 0.3902439024390244, 0.41463414634146345, 0.43902439024390244, 0.4634146341463415, 0.4878048780487805, 0.5121951219512195, 0.5365853658536586, 0.5609756097560976, 0.5853658536585366, 0.6097560975609756, 0.6341463414634146, 0.6585365853658536, 0.6829268292682926, 0.7073170731707317, 0.7317073170731707, 0.7560975609756098, 0.7804878048780488, 0.8048780487804879, 0.8292682926829268, 0.8536585365853658, 0.8780487804878049, 0.9024390243902439, 0.9268292682926829, 0.9512195121951219, 0.975609756097561]"
4455,15,15,1e-05,uniform_gradient_pruning,0.00015043305133733605,20,5,5,False,1639.688799972646,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.0636601190372042, 0.12394373775372758, 0.16528087039398923, 0.19878267053669518, 0.233049882539316, 0.2781142493659009, 0.3290866773943476, 0.3855122234005453, 0.44543556112691063, 0.5080823148034019, 0.5517448116900382, 0.5960088412000465, 0.6441723489673563, 0.6946165196430271, 0.7473143940668836, 0.7886697279153598, 0.829860085706802, 0.870237581783661, 0.9104390085188941, 0.9521142834731402]"
2482,15,15,1e-05,ours,0.0020875844887789023,32,17,17,False,28.005499999999998,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.0034416913986206055, 0.008997203782200813, 0.014659645967185497, 0.020132072269916534, 0.028473567217588425, 0.040261298418045044, 0.05701019987463951, 0.08459116518497467, 0.10637835413217545, 0.12096647173166275, 0.1390710026025772, 0.18259888887405396, 0.2105908989906311, 0.23283691704273224, 0.25092482566833496, 0.2688352167606354, 0.2843160033226013, 0.3017178475856781, 0.3182418942451477, 0.33828091621398926, 0.36476194858551025, 0.38875457644462585, 0.41802409291267395, 0.4568532109260559, 0.5119023323059082, 0.5739743113517761, 0.6271200180053711, 0.6833657622337341, 0.7652193307876587, 0.7984280586242676, 0.815974771976471, 0.8341871500015259]"
2482,15,15,1e-05,kang_sparse_2015_adaptation,5.1042008388238045e-05,40,25,25,False,1955.6309999898076,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.024390243902439025, 0.04878048780487805, 0.07317073170731708, 0.0975609756097561, 0.12195121951219512, 0.14634146341463417, 0.17073170731707318, 0.1951219512195122, 0.21951219512195122, 0.24390243902439024, 0.2682926829268293, 0.29268292682926833, 0.3170731707317073, 0.34146341463414637, 0.36585365853658536, 0.3902439024390244, 0.41463414634146345, 0.43902439024390244, 0.4634146341463415, 0.4878048780487805, 0.5121951219512195, 0.5365853658536586, 0.5609756097560976, 0.5853658536585366, 0.6097560975609756, 0.6341463414634146, 0.6585365853658536, 0.6829268292682926, 0.7073170731707317, 0.7317073170731707, 0.7560975609756098, 0.7804878048780488, 0.8048780487804879, 0.8292682926829268, 0.8536585365853658, 0.8780487804878049, 0.9024390243902439, 0.9268292682926829, 0.9512195121951219, 0.975609756097561]"
2482,15,15,1e-05,uniform_gradient_pruning,0.00012954511455623744,20,5,5,False,1523.6826000036672,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.04428578897206992, 0.08772564848847461, 0.13048489963311127, 0.17432392668206922, 0.2202564079700834, 0.26686669587753536, 0.3097348971111363, 0.35363710111873065, 0.39573697638798905, 0.43721366742548606, 0.4808512301649784, 0.5374739535076396, 0.599833234883139, 0.6585403539374906, 0.7148418816129003, 0.7674893257344049, 0.8131688466838891, 0.8564164219691452, 0.9018963344344146, 0.9503252290849571]"
4777,16,16,1e-05,ours,0.0013369262439229862,32,16,16,False,28.33395,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.0040283482521772385, 0.007955184206366539, 0.01200961321592331, 0.017473088577389717, 0.02220156230032444, 0.02543206326663494, 0.028335444629192352, 0.04606999456882477, 0.07303781807422638, 0.09390358626842499, 0.10853828489780426, 0.1191491112112999, 0.12906299531459808, 0.15104174613952637, 0.173868328332901, 0.1895815134048462, 0.20183613896369934, 0.21519778668880463, 0.23230881989002228, 0.2502022385597229, 0.26779159903526306, 0.2892548739910126, 0.3150472342967987, 0.3399522304534912, 0.41503745317459106, 0.504661500453949, 0.5337647199630737, 0.656176745891571, 0.7212915420532227, 0.8138917684555054, 0.8165186047554016, 0.845013439655304]"
4777,16,16,1e-05,kang_sparse_2015_adaptation,4.7018100339881114e-05,40,24,24,False,1960.3231999790296,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.024390243902439025, 0.04878048780487805, 0.07317073170731708, 0.0975609756097561, 0.12195121951219512, 0.14634146341463417, 0.17073170731707318, 0.1951219512195122, 0.21951219512195122, 0.24390243902439024, 0.2682926829268293, 0.29268292682926833, 0.3170731707317073, 0.34146341463414637, 0.36585365853658536, 0.3902439024390244, 0.41463414634146345, 0.43902439024390244, 0.4634146341463415, 0.4878048780487805, 0.5121951219512195, 0.5365853658536586, 0.5609756097560976, 0.5853658536585366, 0.6097560975609756, 0.6341463414634146, 0.6585365853658536, 0.6829268292682926, 0.7073170731707317, 0.7317073170731707, 0.7560975609756098, 0.7804878048780488, 0.8048780487804879, 0.8292682926829268, 0.8536585365853658, 0.8780487804878049, 0.9024390243902439, 0.9268292682926829, 0.9512195121951219, 0.975609756097561]"
4777,16,16,1e-05,uniform_gradient_pruning,0.0002080142900981586,20,4,4,False,1655.684299999848,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.04567951631166362, 0.09098988552162843, 0.13613973609785018, 0.18295388738013754, 0.23300680182690675, 0.28636082607929303, 0.34059350233226166, 0.39295332510795766, 0.4432731404875261, 0.494058946951333, 0.5451700469587492, 0.5909101928969887, 0.637163213776054, 0.6840741078918593, 0.7313461743422963, 0.7782965489881095, 0.823696198173867, 0.8677808794021882, 0.9116919616590148, 0.9558459808295074]"
5994,16,16,1e-05,ours,0.002028194049858049,32,16,16,False,27.73225,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.004756670445203781, 0.009283965453505516, 0.014055583626031876, 0.02037789858877659, 0.025700904428958893, 0.03478802740573883, 0.058952584862709045, 0.08755005151033401, 0.10553737729787827, 0.11852637678384781, 0.132904514670372, 0.14740386605262756, 0.18991470336914062, 0.21378245949745178, 0.229694202542305, 0.24054162204265594, 0.25239863991737366, 0.2629491686820984, 0.280051052570343, 0.30498427152633667, 0.3342192471027374, 0.35871559381484985, 0.3849851191043854, 0.4149229824542999, 0.45494771003723145, 0.5100080370903015, 0.5915638208389282, 0.6090332865715027, 0.7807111144065857, 0.8197459578514099, 0.8226543664932251, 0.8520181179046631]"
5994,16,16,1e-05,kang_sparse_2015_adaptation,5.195804210660905e-05,40,24,24,False,1570.5865999916568,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.024390243902439025, 0.04878048780487805, 0.07317073170731708, 0.0975609756097561, 0.12195121951219512, 0.14634146341463417, 0.17073170731707318, 0.1951219512195122, 0.21951219512195122, 0.24390243902439024, 0.2682926829268293, 0.29268292682926833, 0.3170731707317073, 0.34146341463414637, 0.36585365853658536, 0.3902439024390244, 0.41463414634146345, 0.43902439024390244, 0.4634146341463415, 0.4878048780487805, 0.5121951219512195, 0.5365853658536586, 0.5609756097560976, 0.5853658536585366, 0.6097560975609756, 0.6341463414634146, 0.6585365853658536, 0.6829268292682926, 0.7073170731707317, 0.7317073170731707, 0.7560975609756098, 0.7804878048780488, 0.8048780487804879, 0.8292682926829268, 0.8536585365853658, 0.8780487804878049, 0.9024390243902439, 0.9268292682926829, 0.9512195121951219, 0.975609756097561]"
5994,16,16,1e-05,uniform_gradient_pruning,0.00013169895871008975,20,4,4,False,1585.7974999817088,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.04399048623175924, 0.08794642289853744, 0.13166191981386327, 0.1757231523195402, 0.22059167684876677, 0.26588863858082473, 0.31208007140769517, 0.3651914074322976, 0.4176358536481264, 0.469735931398534, 0.5212881707077139, 0.57273407558411, 0.6254698130591481, 0.6795621542438719, 0.7335534278833421, 0.7853839610231027, 0.8276849601478169, 0.8702356392886738, 0.9131334422864195, 0.9565417144286017]"
